4.87E-01,6.74E-01,,0.383524124
3.42E-01,3.70E-01,,0.082805472
7.67E-01,8.57E-01,,0.117101657
7.39E-01,5.73E-01,,0.224754514
3.56E-01,4.09E-01,,0.148836176
6.33E-01,5.81E-01,,0.081187162
5.17E-01,6.02E-01,,0.165261726
4.57E-01,4.25E-01,,0.070871993
5.98E-01,3.94E-01,,0.340499903
5.84E-01,6.08E-01,,0.041090104
5.00E-01,5.85E-01,,0.170827148
3.43E-01,3.73E-01,,0.087480335
7.45E-01,6.69E-01,,0.10305138
5.15E-01,6.38E-01,,0.238607743
5.06E-01,3.03E-01,,0.401786227
4.67E-01,3.72E-01,,0.204180673
4.89E-01,6.51E-01,,0.331655759
5.57E-01,7.74E-01,,0.389348892
4.26E-01,3.80E-01,,0.108679896
6.08E-01,6.07E-01,,0.001370405
4.66E-01,6.71E-01,,0.43997449
6.19E-01,7.73E-01,,0.248603836
9.65E-01,9.55E-01,,0.011064898
7.83E-01,9.13E-01,,0.166348042
7.25E-01,6.86E-01,,0.053397182
7.39E-01,5.95E-01,,0.194068469
9.26E-01,8.04E-01,,0.131592367
6.81E-01,8.59E-01,,0.260458166
6.64E-01,6.64E-01,,0.000815355
6.77E-01,6.64E-01,,0.018947703
6.17E-01,5.48E-01,,0.111676711
6.37E-01,5.16E-01,,0.190099782
7.06E-01,7.26E-01,,0.028735243
8.57E-01,8.41E-01,,0.019171193
5.59E-01,6.09E-01,,0.087820261
3.98E-01,3.65E-01,,0.083795112
5.55E-01,4.22E-01,,0.239351847
4.07E-01,5.21E-01,,0.277616873
4.58E-01,3.45E-01,,0.245729839
5.35E-01,4.70E-01,,0.120735521
4.67E-01,6.63E-01,,0.419071818
4.97E-01,2.96E-01,,0.405520409
3.69E-01,4.01E-01,,0.087097195
5.13E-01,6.47E-01,,0.260608103
4.39E-01,4.33E-01,,0.013194113
4.75E-01,5.03E-01,,0.058164181
4.89E-01,5.09E-01,,0.040370692
4.33E-01,4.42E-01,,0.021407887
4.87E-01,4.54E-01,,0.068066758
3.76E-01,3.50E-01,,0.071141032
2.22E-01,1.83E-01,,0.177355574
2.62E-01,2.84E-01,,0.084882697
1.85E-01,1.49E-01,,0.196072509
3.21E-01,3.26E-01,,0.016006319
1.72E-01,2.04E-01,,0.186513832
