    ,ROSE                , LSTM                ,BILSTM
0   ,0.03946245209433153,  0.54265842361452    ,0.035
1   ,0.029886275824472786, 0.68425698841266    ,0.026
2   ,0.024048888980372347, 0.72568426589354    ,0.024
3   ,0.026843331932783036, 0.75464218565721    ,0.024
4   ,0.035001063076924074, 0.84564512335744    ,0.024
5   ,0.03362386894355902,  0.96584264583245    ,0.036
6   ,0.04292339067935819,  0.94235746542186    ,0.046
