5.32E+02,4.73E+02,,0.11116785
5.91E+02,4.81E+02,,0.185668222
5.63E+02,5.06E+02,,0.102128728
5.98E+02,5.18E+02,,0.133281695
5.30E+02,5.35E+02,,0.008878888
5.93E+02,5.28E+02,,0.110174118
5.63E+02,5.35E+02,,0.04992795
6.12E+02,5.34E+02,,0.126930287
5.80E+02,5.46E+02,,0.058610798
5.20E+02,5.48E+02,,0.053353764
5.82E+02,5.30E+02,,0.088751619
6.07E+02,5.31E+02,,0.125284261
6.00E+02,5.42E+02,,0.096582947
5.74E+02,5.50E+02,,0.04097575
6.42E+02,5.49E+02,,0.145118404
5.29E+02,5.64E+02,,0.066762769
5.50E+02,5.47E+02,,0.005265447
6.34E+02,5.34E+02,,0.157697226
6.74E+02,5.49E+02,,0.18618059
6.03E+02,5.76E+02,,0.044587346
6.25E+02,5.79E+02,,0.074327734
7.12E+02,5.81E+02,,0.183806173
7.20E+02,6.07E+02,,0.157400852
6.88E+02,6.31E+02,,0.082438624
7.48E+02,6.39E+02,,0.145460241
7.03E+02,6.58E+02,,0.064303967
6.62E+02,6.59E+02,,0.003940732
6.62E+02,6.46E+02,,0.02478728
7.64E+02,6.33E+02,,0.171942666
7.19E+02,6.52E+02,,0.092856714
7.24E+02,6.60E+02,,0.088602814
7.03E+02,6.65E+02,,0.054341605
6.76E+02,6.62E+02,,0.021389211
7.25E+02,6.50E+02,,0.103330667
7.18E+02,6.54E+02,,0.088813208
7.48E+02,6.58E+02,,0.119901606
7.18E+02,6.70E+02,,0.066995265
6.74E+02,6.71E+02,,0.004649901
7.74E+02,6.57E+02,,0.150863766
6.78E+02,6.73E+02,,0.007843108
6.91E+02,6.62E+02,,0.042211684
8.03E+02,6.53E+02,,0.186445908
6.40E+02,6.79E+02,,0.060609531
7.27E+02,6.57E+02,,0.095915699
7.74E+02,6.58E+02,,0.150009826
7.28E+02,6.75E+02,,0.07274175
7.47E+02,6.77E+02,,0.093202073
7.47E+02,6.81E+02,,0.087734973
7.44E+02,6.84E+02,,0.080604143
7.24E+02,6.84E+02,,0.054745585
7.18E+02,6.78E+02,,0.055344095
6.99E+02,6.71E+02,,0.040323369
7.23E+02,6.60E+02,,0.087521122
6.87E+02,6.58E+02,,0.042282704
